epoch,loss,mse,psnr,ssim,mae,edge,sparsity,scale_reg,n_visible
19,0.08293656424472207,0.0659274694950957,18.33013741342645,0.9195372223854065,0.030590822616297947,0.005514168396200004,0.0,0.0003651216923332724,10000.0
20,0.07225746226153876,0.056415723146576634,19.03763317308928,0.9253792750208001,0.027467762002427325,0.005424240648158287,0.0,0.00037516998556001404,10000.0
21,0.061568751813549746,0.046696657746245984,19.880946350097656,0.9302158280422813,0.024463997771473307,0.005334299775820814,0.0,0.00038182955100446155,10000.0
22,0.05236949983396028,0.038226831723984916,20.771137759560034,0.9338361934611672,0.022017361106056916,0.005249869622486202,0.0,0.0003849193352691241,10000.0
23,0.04471515250441275,0.031132432308636212,21.661392211914062,0.9366010383555764,0.020068079360613698,0.00517450751932828,0.0,0.0003854765287159305,10000.0
24,0.03869346682178347,0.02562811354077176,22.499491360313012,0.9391413230645029,0.018495823227261243,0.005094986286406454,0.0,0.00038411881572468894,10000.0
25,0.033806949834290306,0.02126407427223105,23.264489284314607,0.9417000249812477,0.017158551749430203,0.005009524078157387,0.0,0.00038192801263281387,10000.0
26,0.030060726090481407,0.017974226608088142,23.951118228310033,0.9439285535561411,0.016053383807210546,0.004930536799426926,0.0,0.00037915603790775334,10000.0
27,0.02694927263808878,0.015404164359757775,24.58937120939556,0.9465724141974198,0.015036253420341957,0.004835319641585413,0.0,0.0003760588373743782,10000.0
28,0.024494431344302077,0.013380328820724237,25.158573752955387,0.9486699229792545,0.014160269028262088,0.004749932179325505,0.0,0.0003730937253414212,10000.0
29,0.022466622940019557,0.011791079986448351,25.66662133869372,0.9508066145997298,0.01343430218924033,0.004667614258237575,0.0,0.0003701041029815219,10000.0
30,0.020680034993902634,0.010449582171675405,26.156233516492343,0.9529752116454275,0.012725332869510901,0.004580696368295895,0.0,0.0003674252936003828,10000.0
31,0.019114192761480808,0.009366246337365164,26.612360944245992,0.9553256254447134,0.01206522865809108,0.004481470920635682,0.0,0.0003649243361953842,10000.0
32,0.017907667522759813,0.008505226005064814,27.009837321231238,0.9570028606214022,0.011526850213933933,0.004404689423053673,0.0,0.0003625446997926031,10000.0
33,0.016773072090980255,0.007757339994178007,27.38623315911544,0.9588879321750842,0.011027896855222551,0.0043285049498081206,0.0,0.00036046790559531044,10000.0
34,0.015806993626450237,0.007163615593392598,27.73439626191792,0.9607013752585963,0.010565082464171083,0.004251470666770872,0.0,0.0003585059670608883,10000.0
35,0.014955100730845803,0.0066290291222302535,28.067619263498408,0.9622451311663578,0.010159291880891512,0.004184118293127731,0.0,0.0003566857592790927,10000.0
36,0.01431333739310503,0.006199452641273016,28.34655591061241,0.9632728156290556,0.009846175393383753,0.004133864563252581,0.0,0.0003550613011037441,10000.0
37,0.013727127461645163,0.005839584836442219,28.599504872372275,0.9643722590647246,0.009566807634148158,0.004083637525572588,0.0,0.0003536305855959654,10000.0
38,0.013189244137978867,0.0054878180576978545,28.865001317074423,0.9652764703098097,0.009303395455016902,0.004043729649856687,0.0,0.00035234701936133207,10000.0
39,0.012699915831418414,0.005203972452957379,29.09948142202277,0.9662756242250141,0.009036253093692817,0.0039993528570783764,0.0,0.0003511329644090055,10000.0
40,0.012276119096694809,0.004938691954961733,29.318296974583674,0.9670439845637271,0.008822779994654029,0.003961729297512456,0.0,0.00035005093147782117,10000.0
41,0.011789655396224636,0.004684531458310391,29.547874350296823,0.9681777075717324,0.008596415518734015,0.0039151708791522605,0.0,0.00034914822348295466,10000.0
42,0.011589071130085933,0.004512290443342767,29.696261255364668,0.9683084230673941,0.008464675538830067,0.003902887660813959,0.0,0.00034817644443951157,10000.0
43,0.011280392649534501,0.004321239048026894,29.8699027011269,0.9688798095050611,0.00830097903840636,0.003876932271707215,0.0,0.0003474221794596432,10000.0
44,0.010924741263060193,0.004141481281993421,30.065731711136667,0.9697386848299127,0.008117847267146172,0.003844211427004714,0.0,0.000346575724880064,10000.0
45,0.01072866139737399,0.004000350744708588,30.207245495444848,0.9700045692293268,0.008009825891962178,0.0038330028372767725,0.0,0.00034592423624800223,10000.0
46,0.010524799189481297,0.0038613447453826667,30.351526200143915,0.9703172677441647,0.007891871530170503,0.0038160065262529412,0.0,0.00034530721512917234,10000.0
47,0.01030371519001691,0.0037360398147843385,30.49097671508789,0.9707822297748766,0.007770043444868765,0.0037946050668037253,0.0,0.00034466073848307135,10000.0
48,0.009980407151344576,0.003580378608680085,30.678688932719982,0.9716004352820548,0.00760085830759061,0.0037601795194572526,0.0,0.00034409760142137345,10000.0
49,0.009791814952500557,0.003465320547356417,30.81423235441509,0.971960292991839,0.007493999203372943,0.003748662489172267,0.0,0.0003436867291671469,10000.0
50,0.009624806477835304,0.003383426696650292,30.925789401405737,0.9723720707391438,0.007388595440179894,0.003726532835954506,0.0,0.000343140619990759,9999.98947368421
51,0.009649541547619983,0.003327739248542409,30.972110145970394,0.9719768724943462,0.007400768809020519,0.0037454639659508277,0.0,0.0003426302665550458,9999.98947368421
52,0.00972979516771279,0.003320139270324848,30.960517943532842,0.9715494388028195,0.0074456255981012395,0.003772873565015432,0.0,0.00034225613191282673,9999.98947368421
53,0.009212389421698294,0.003117767696906077,31.263443314401727,0.9730840300258837,0.007139646661418833,0.003695927111824092,0.0,0.00034183497467127284,9999.98947368421
54,0.00909970186552719,0.0030342813936601342,31.365003726356907,0.973220567954214,0.0070800645350429575,0.0036808088115465485,0.0,0.000341453083705059,10000.0
55,0.009081836216347783,0.003005149784056764,31.40477863110994,0.9731687163051806,0.007072996323634135,0.003692946668812319,0.0,0.000341134923387711,10000.0
56,0.00875366600720506,0.002884202565703737,31.591939665141858,0.9741802435172232,0.00688139027915895,0.0036476117448489133,0.0,0.0003407508640329501,9999.98947368421
57,0.008718647283354872,0.0028342235931440403,31.642011341295746,0.9741043624125029,0.006856449865000813,0.003648544390881924,0.0,0.00034044171426151146,10000.0
58,0.008547739346364611,0.002769051002044427,31.755931533010383,0.9746203842915987,0.006754857929129349,0.0036266278757370617,0.0,0.00034010232407844773,9999.98947368421
59,0.008449524773382826,0.0027110677028663066,31.84234500684236,0.9748159195247449,0.006690385562710856,0.003618783154524863,0.0,0.00033976252399090873,9999.98947368421
60,0.00836058079118007,0.0026538193863081304,31.927118361623663,0.9749680701055025,0.006641852385119388,0.00360929523472135,0.0,0.0003394457162357867,9999.978947368421
61,0.008511322158339777,0.0026751884786216052,31.886915026212993,0.9743381330841466,0.00671181638578051,0.0036458577029407024,0.0,0.00033917440512021513,9999.98947368421
62,0.00837733701949841,0.0025986384318553305,31.98825215791401,0.9746136452022351,0.006622280109379637,0.0036253582686185835,0.0,0.0003388917073607445,9999.98947368421
63,0.008063390199095011,0.0024973117942480665,32.183483665867854,0.9756511650587383,0.006453329976648092,0.003577198895723804,0.0,0.0003385914943033927,9999.98947368421
64,0.008067244389339498,0.0024703478661218755,32.23281217876234,0.9754968523979187,0.00644649162790493,0.003579529932405996,0.0,0.0003383139577253084,9999.978947368421
65,0.008157629686358728,0.002483372556927957,32.181564873143245,0.9751221863847029,0.006497670465001934,0.0036070203886514433,0.0,0.0003379922525614108,9999.98947368421
66,0.007853657257203992,0.0023738931582652422,32.387101183439555,0.976067674787421,0.00631634627321833,0.0035556058767006586,0.0,0.00033773836361146285,9999.98947368421
67,0.007925912933914285,0.0023814088370847073,32.35713482906944,0.9757513234489843,0.006349922045084991,0.0035736835794523357,0.0,0.00033740035019275784,9999.978947368421
68,0.007877983456771624,0.0023342516567361983,32.42836863869115,0.9757520079612731,0.006305306110727159,0.0035694516214885208,0.0,0.000337188152020405,9999.98947368421
69,0.00773034698182815,0.0022802569192687146,32.54215585809005,0.9762091404513309,0.00621589748924108,0.003549829510187632,0.0,0.0003369351214802775,9999.978947368421
70,0.007686574570834636,0.0022537018454290535,32.587268749036284,0.9762924984881752,0.006196787627413869,0.0035464336568685737,0.0,0.0003367289441245559,9999.978947368421
71,0.007583320150642019,0.0022128665635950473,32.65641031767193,0.976597201196771,0.006149936303202259,0.0035342460571739236,0.0,0.0003364691667038163,9999.98947368421
72,0.007543394979285567,0.0021860251129653895,32.71404609680176,0.9766589679216083,0.006099832084912218,0.0035287120134422654,0.0,0.00033629211401076694,9999.978947368421
73,0.007545343041419983,0.0021589755558555847,32.75651084498355,0.9765150183125546,0.006095934850408843,0.003533546203796409,0.0,0.0003360164474303785,9999.957894736843
74,0.007523117136014135,0.00215014915692767,32.771850124158355,0.9765842883210433,0.006081605173255268,0.0035397798582715422,0.0,0.0003358476072255718,9999.968421052632
75,0.007369067686560907,0.002087586876740189,32.89516256232011,0.9770282117944015,0.005988196788453742,0.0035154694225639103,0.0,0.000335576242497681,9999.978947368421
76,0.007219954932990827,0.0020399202065738407,33.008262794896176,0.9775216730017411,0.005903900110800015,0.0034898496821130576,0.0,0.0003353843168281999,9999.957894736843
77,0.007653833195371063,0.0021568959039684975,32.72055826689068,0.9759791851043701,0.0061409490820216505,0.0035759238489462357,0.0,0.00033518185465302515,9999.968421052632
78,0.007443996107107715,0.0020808076008075947,32.892139555278575,0.9766327224279705,0.00602857972201156,0.003546877410017738,0.0,0.0003350451576376432,9999.968421052632
79,0.0072679841596829265,0.0020169274722176946,33.01999116194876,0.9771746064487257,0.005909997374309521,0.003511502467537005,0.0,0.0003348276365278779,9999.968421052632
80,0.007317327967795886,0.00201117678324839,33.01960172151264,0.9769049324487385,0.005929855210706591,0.0035246613901108504,0.0,0.0003346714332062555,9999.957894736843
81,0.0071453539801663475,0.0019609656172657483,33.135565346165706,0.977499374590422,0.005835950288823561,0.0034977516404500132,0.0,0.00033448799574551616,9999.957894736843
82,0.007227949219706812,0.0019683645498987878,33.10457755640933,0.977131135840165,0.0058618014433274145,0.0035147179922971287,0.0,0.000334340003686712,9999.947368421053
83,0.00720266628716337,0.001943390733121257,33.15075942591617,0.9771322865235178,0.005850284928946119,0.003515722690836379,0.0,0.0003341605022892748,9999.947368421053
84,0.007006030039567696,0.0018829573803630314,33.30172026784796,0.9777937575390464,0.005731122092785019,0.0034780541888291116,0.0,0.00033401870015567465,9999.968421052632
85,0.006939780486649588,0.001862064925463576,33.35306681582802,0.9780154893272801,0.005697333280879416,0.0034699108843740663,0.0,0.00033382226737510215,9999.968421052632
86,0.0070090491030561294,0.0018796205814731748,33.304160188373764,0.9777667120883339,0.0057267444379823776,0.003491508818574642,0.0,0.0003336199871754568,9999.968421052632
87,0.007087305296016367,0.001892366636495449,33.268508308812194,0.9774486353522853,0.00578174379066025,0.003512323191879611,0.0,0.00033343333910268387,9999.957894736843
88,0.007021792870210974,0.0018660050106087797,33.3234763697574,0.9776403753381027,0.005744310238055493,0.003505103245965744,0.0,0.0003333525741350298,9999.957894736843
89,0.006931375690098656,0.0018327644395053778,33.4013263501619,0.9779158203225387,0.005673700757324695,0.0034866531244724204,0.0,0.00033310997073146466,9999.947368421053
90,0.006979694871820118,0.0018322384346423572,33.39135734156558,0.9776732218892951,0.005682238085979694,0.003491905472535444,0.0,0.00033291012085484047,9999.957894736843
91,0.006847041766894491,0.0017700344514052727,33.53859337254575,0.978015461093501,0.005599735042472419,0.0034724677900636667,0.0,0.0003328526554947817,9999.947368421053
92,0.006793565504056843,0.0017535764515694036,33.57374456305253,0.9781943741597627,0.0055643859147829445,0.0034616260482978663,0.0,0.00033270118690684045,9999.957894736843
93,0.0070217834614021216,0.001818705673672651,33.41282856589869,0.9774023721092626,0.005701298624473183,0.0035101980179254163,0.0,0.00033253233230329655,9999.947368421053
94,0.006823408897770078,0.0017535736735321973,33.542674717150234,0.97805461632578,0.005592599827306051,0.0034835836984903404,0.0,0.0003324000272091086,9999.957894736843
95,0.006706975187223993,0.0017155047604127934,33.647956466674806,0.9784323660950912,0.005519433640629837,0.0034566160266924846,0.0,0.0003322819070155291,9999.947368421053
96,0.006804474930916178,0.001736883248668164,33.589600030999435,0.9780618134297823,0.005559666954765194,0.0034794031801682556,0.0,0.00033201400594981876,9999.957894736843
97,0.006592170747095033,0.0016732750105132397,33.76361411245246,0.9787841771778307,0.005444510609499718,0.003437823601263134,0.0,0.00033194876619075476,9999.957894736843
98,0.006661047749711495,0.0016807183629441026,33.73068938004343,0.9784845051012541,0.0054749030987487025,0.0034545785196027474,0.0,0.0003317724652955995,9999.968421052632
99,0.006603305531959785,0.0016572979572964342,33.80731634842722,0.9786513359923111,0.005433759382484775,0.0034462078449953542,0.0,0.00033165395848060907,9999.957894736843
100,0.012763557553683457,0.003551194160000274,30.25420799255371,0.9572867136252554,0.008156894367972487,0.004570601924665664,0.0,0.00021264598594586317,16818.63157894737
101,0.008711833830334638,0.002318080086996289,32.256758599532276,0.9711303528986479,0.0063553763921127505,0.00404042796918044,0.0,0.00021578142370440458,16818.6
102,0.007576972579485492,0.001964938166355224,33.01255141810367,0.9749549363788805,0.005799806841011894,0.0038449975024712714,0.0,0.00021852189491159823,16818.6
103,0.007027509749719971,0.0017718765700824167,33.45229998136821,0.9766936415120175,0.005523080092021509,0.0037343170984010946,0.0,0.00022092965266079102,16818.6
104,0.006744703724000015,0.0016654609506459612,33.70393522162186,0.97755893657082,0.005361922810736455,0.003679889036146434,0.0,0.00022304116037527198,16818.57894736842
105,0.0064925504211140305,0.0015762613069168047,33.940898272865695,0.9783561279899196,0.005251545699215249,0.003625617649308161,0.0,0.00022495284685742503,16818.610526315788
106,0.006325012337612478,0.0015066791282917717,34.13568846050062,0.9788371349635877,0.005159881211032993,0.003590189175386178,0.0,0.00022674122010357678,16818.536842105263
107,0.005996578997981392,0.0014040547276013777,34.40298566316304,0.9799424673381605,0.005012092055556806,0.0035263714025189218,0.0,0.00022838052843182692,16818.55789473684
108,0.005879568002235732,0.0013577974713897627,34.54951113650673,0.9802896254941037,0.004941679120651986,0.0034976200127091847,0.0,0.0002299336295293056,16818.526315789473
109,0.005686464981715146,0.0013030406277577736,34.72799210799368,0.9809660999398483,0.0048419433768446506,0.003453210993718944,0.0,0.0002313232057004873,16818.536842105263
110,0.005617283581216869,0.001265478060629807,34.84384382147538,0.9811223149299622,0.0048093752469867464,0.0034360770969406556,0.0,0.00023266072538191159,16818.526315789473
111,0.0054175050046883135,0.0012040093436984248,35.05125274658203,0.9817972622419658,0.00470187327775516,0.003389905583064415,0.0,0.00023395750858502365,16818.6
112,0.005397633877337763,0.0011924616379761382,35.07566725078382,0.9818432337359378,0.004701985707996707,0.003386366500911352,0.0,0.0002351822267212954,16818.526315789473
113,0.005477443972210351,0.0012075922684744,34.998400015580025,0.9815370829481828,0.004746301842265223,0.0034088426318607833,0.0,0.00023638395681413576,16818.57894736842
114,0.005312203863439591,0.0011550885373971572,35.201036633943254,0.9820858541287873,0.004662577898584698,0.003367431504700921,0.0,0.0002375429643220023,16818.610526315788
115,0.005471711603336428,0.0011933573509419434,35.04864275079024,0.9815094132172434,0.004749911168198053,0.00341606907987673,0.0,0.0002386299229999024,16818.610526315788
116,0.005384801602677295,0.0011670255451463162,35.12870810659308,0.9818080538197568,0.00470261358852057,0.0033974341852100274,0.0,0.00023964334028086772,16818.58947368421
117,0.005232549934206824,0.0011157154142366428,35.32599804526881,0.9822992550699334,0.004607031430656973,0.0033603916030475185,0.0,0.0002406463023936866,16818.63157894737
118,0.005147321247740796,0.0010902293908752892,35.41058783280222,0.982594150618503,0.0045654981960787586,0.0033428693116691554,0.0,0.0002416350105225942,16818.684210526317
119,0.005241817677099454,0.0011064821020945123,35.34987537986354,0.9822184374457912,0.004610462116665746,0.0033644880449987557,0.0,0.00024257419220367936,16818.684210526317
120,0.005210752728836317,0.0010914615177745489,35.411158953214944,0.9823001598056994,0.004583099033487471,0.00335835151521391,0.0,0.00024348797635052744,16818.65263157895
121,0.0051747412322775315,0.0010726714157499374,35.44656147203948,0.9823864792522631,0.004556857399936569,0.0033496530983891143,0.0,0.0002444002807973639,16818.65263157895
122,0.005159819145735941,0.0010656239875396223,35.51486722042686,0.9824258340032477,0.004542342713102698,0.0033411489738347498,0.0,0.0002452469862825972,16818.621052631577
123,0.005033871948130821,0.0010357643232533807,35.63726387023926,0.9829000015007822,0.004475070158705899,0.003320145381516532,0.0,0.0002460933425218651,16818.63157894737
124,0.004910224761911913,0.0010002068979175468,35.77113535027755,0.9833286348142122,0.004405872871805178,0.0032890252229806623,0.0,0.00024684229007873094,16818.621052631577
125,0.005076607409864664,0.0010305249168978709,35.58018369172749,0.9826708109755266,0.004488855914065713,0.0033267228079861717,0.0,0.00024757233791445433,16818.63157894737
126,0.004959787526413014,0.0009986112482453647,35.747322443911905,0.983085016200417,0.004408229100763014,0.003299513449402232,0.0,0.000248228101439676,16818.663157894738
127,0.005024688886968713,0.0010155887042760457,35.69024180362099,0.9828563081590753,0.004444916820839832,0.003314445062393421,0.0,0.00024891728872286254,16818.621052631577
128,0.004944640042652425,0.0009927752639142503,35.82152396754215,0.9831395651164808,0.004399299420612423,0.003302404056548288,0.0,0.00024953737064558815,16818.673684210527
129,0.004842183900702941,0.000967490145519964,35.87309477956671,0.983516410150026,0.004343867336252802,0.003278763793212803,0.0,0.0002500992963752268,16818.684210526317
130,0.004699683833965345,0.0009211577456689587,36.111375989412004,0.9839807573117708,0.0042537777905205364,0.0032405033241957428,0.0,0.00025062716388339666,16818.65263157895
131,0.0047565893074007414,0.0009326753371983374,36.05567434210526,0.9837631909470809,0.004280155012384057,0.003254394575120195,0.0,0.00025111263507584993,16818.63157894737
132,0.00490800656721388,0.000970456095436882,35.87467478701943,0.9832104425681265,0.004342229625112132,0.0032805413632702673,0.0,0.0002515848012224428,16818.663157894738
133,0.004730480745140659,0.0009221113697429629,36.091342363859475,0.983842042245363,0.004256764742986936,0.00324715376022811,0.0,0.00025206242449042436,16818.694736842106
134,0.004871859595081524,0.000962886360081795,35.928117731997844,0.9833620692554274,0.004338665117852782,0.0032885564049999964,0.0,0.0002525313956491453,16818.663157894738
135,0.004843013025330085,0.0009410458898759986,35.97499479996531,0.9833936835590161,0.004311953482561206,0.00327762679540013,0.0,0.00025294113009677907,16818.715789473685
136,0.0049360752399814755,0.0009603374864366886,35.91637498955978,0.9830368750973751,0.004341659655696467,0.0032975392073000733,0.0,0.00025335881417911304,16818.684210526317
137,0.004706483177448574,0.0009046800909441356,36.15476744802375,0.9838831688228407,0.004230259251045553,0.0032472007601570927,0.0,0.0002537167045949517,16818.694736842106
138,0.004771095600077196,0.0009210006364523189,36.109021237022,0.9836522296855325,0.0042622953775878014,0.0032650938196303815,0.0,0.0002540314570069313,16818.715789473685
139,0.004807799713882176,0.0009233619129334233,36.05252540989926,0.9834828345399154,0.004270730167627334,0.0032659453719756323,0.0,0.00025441010182380286,16818.663157894738
140,0.004736172238756951,0.0008975568365330171,36.19588442350689,0.9837050437927246,0.004217793361136788,0.00324887337628752,0.0,0.0002547367589278637,16818.694736842106
141,0.004739187527938109,0.000902420202711303,36.168598897833576,0.9837178669477764,0.004217779719711918,0.0032526331720873713,0.0,0.0002550773411425517,16818.684210526317
142,0.00487177629808062,0.0009356558641516849,35.967490507427016,0.9832414589430156,0.004312221098103021,0.0032910143601168926,0.0,0.00025531068830260715,16818.684210526317
143,0.004750690538142073,0.0008983476427506263,36.17458873548006,0.9836472655597486,0.0042201703242761525,0.0032620454464401855,0.0,0.0002555914024062651,16818.694736842106
144,0.004767472946428155,0.0009005665867957041,36.195335629111845,0.9835769791352121,0.004236389282404592,0.0032645649227656818,0.0,0.00025584565806447676,16818.715789473685
145,0.0046957961430675104,0.0008828733851642985,36.254666740015935,0.9838407729801378,0.00419747607880517,0.003249782815232481,0.0,0.0002560990335615842,16818.757894736842
146,0.004711674134197988,0.0008799925798819841,36.25774363467568,0.9837473831678691,0.004190581323775022,0.0032479025595086187,0.0,0.0002563678800422502,16818.736842105263
147,0.004737886749698143,0.0008867384087735493,36.2615742733604,0.9836573625865735,0.004206231454583375,0.003260302041216116,0.0,0.00025659057336222186,16818.715789473685
148,0.004640082468425757,0.0008602278610372818,36.32646018580387,0.9840041411550422,0.004149419407507306,0.0032383263846369166,0.0,0.0002568501495069971,16818.705263157895
149,0.004722063819338616,0.0008772604758728688,36.26851449263723,0.9836891168042233,0.0041883257487298625,0.0032561596017330885,0.0,0.0002570106813340987,16818.747368421053
150,0.004697294160723686,0.0008702011539992925,36.30329718338816,0.9837764169040479,0.0041719672331390414,0.003251170678260295,0.0,0.00025725923846230695,16818.747368421053
151,0.004547967644114244,0.0008289347016742747,36.48241918463456,0.9842973075414959,0.004086184141373164,0.0032111661864052477,0.0,0.00025737780042139717,16818.715789473685
152,0.004622105077693337,0.0008509509911834213,36.39179334138569,0.9840470828508076,0.004132359680768691,0.003229670156724751,0.0,0.0002576035793601094,16818.757894736842
153,0.004602961158870082,0.0008458208148735331,36.47907670673571,0.9841147824337608,0.004110248634395631,0.0032235609514540747,0.0,0.00025774068291004943,16818.726315789474
154,0.004580069678884587,0.0008363447323637574,36.45712011236893,0.9841824625667773,0.004095331422592464,0.003223442348749622,0.0,0.0002578732101124172,16818.76842105263
155,0.004559582501257721,0.0008328683052432576,36.482722593608656,0.9842682562376324,0.0040857307171743166,0.0032242393292682735,0.0,0.0002579415210914847,16818.726315789474
156,0.004524394034064914,0.0008226890328315724,36.514264960038034,0.9843867778778076,0.004061274394687069,0.00321038967905272,0.0,0.00025802154253285966,16818.736842105263
157,0.004559501228657992,0.0008259982400647315,36.52964397229646,0.9842319902620817,0.00407721937241915,0.0032174792005925587,0.0,0.0002581530284308093,16818.736842105263
158,0.004707827115137326,0.0008743809796502127,36.2777458190918,0.9837553607790094,0.004177494092207206,0.003262424069505773,0.0,0.0002582758447572001,16818.747368421053
159,0.004592612542604145,0.000831536172987207,36.49011306762695,0.9841024574480559,0.004079446971024338,0.003232509237223942,0.0,0.00025831687472466577,16818.726315789474
160,0.004528314335957954,0.0008148306919457881,36.546410450182464,0.9843312169376173,0.004055703218144022,0.0032131985626428533,0.0,0.0002584071410207176,16818.736842105263
161,0.004605989312557014,0.0008329936673889231,36.449316044857625,0.9840451936972768,0.004094705159628862,0.003235589612373396,0.0,0.0002584753790870309,16818.736842105263
162,0.00454033749227069,0.0008177331602813578,36.544264181036695,0.984288469741219,0.004055379198766068,0.0032170515054052596,0.0,0.0002585930829426568,16818.747368421053
163,0.004662286220608573,0.0008437289648052108,36.417578727320624,0.9838226243069298,0.004119360767991135,0.0032443313504030044,0.0,0.00025864890592760945,16818.726315789474
164,0.004541434541246609,0.0008112142254647456,36.55333978753341,0.9842528813763669,0.00404754680287289,0.0032208162372147566,0.0,0.00025871487420150324,16818.726315789474
165,0.004564795542606397,0.0008190893604861279,36.53523756328382,0.9841772876287761,0.004059317560964509,0.0032242236683439267,0.0,0.00025874125421978535,16818.736842105263
166,0.004547847523108909,0.0008102146645174607,36.582888793945315,0.9842143435227243,0.004042186026804541,0.003216900397092104,0.0,0.00025881147992454077,16818.76842105263
167,0.004564893735866798,0.0008153555464416154,36.547116932116054,0.9841600223591453,0.004062088841180268,0.003227172613045887,0.0,0.0002588253097584177,16818.736842105263
168,0.004673293693677375,0.0008463999820186904,36.43923275596217,0.9837879024053875,0.004117410187609494,0.0032560405443961683,0.0,0.00025887003254243415,16818.747368421053
169,0.004590658706269766,0.0008223772511547922,36.551595868562394,0.9840698907249852,0.004068146795524578,0.0032330306969877137,0.0,0.0002589564678553296,16818.747368421053
170,0.0045482591970970754,0.0008056975012694143,36.584841838635896,0.9841945121162816,0.004040207668501688,0.003225292032584548,0.0,0.00025893485688261293,16818.76842105263
171,0.004603974035892047,0.0008222759349002062,36.540104675292966,0.9840051268276415,0.004076016807046376,0.003237087060207207,0.0,0.00025901467827344805,16818.736842105263
172,0.004548512288908425,0.0008062077340008201,36.58995417544716,0.9841955806079664,0.0040432868317063705,0.0032238886630358665,0.0,0.0002590317465977645,16818.76842105263
173,0.004583791498781035,0.0008145445296050686,36.557043336567126,0.9840647822932194,0.0040570620104278384,0.0032319632861273068,0.0,0.00025900705797156614,16818.78947368421
174,0.004512514095557364,0.0007983307528775186,36.642781669215154,0.9843318594129462,0.004012666140241842,0.003215314277545794,0.0,0.00025902372374395397,16818.757894736842
175,0.004553162446245551,0.000801075008808096,36.62112824289422,0.9841489195823669,0.004040787638606209,0.0032284463351396355,0.0,0.00025902665771642016,16818.81052631579
176,0.004503846391545314,0.0007880684331451591,36.67721156070107,0.9843237218103911,0.004013327582690277,0.0032146393443996967,0.0,0.00025905835086871917,16818.77894736842
177,0.004530881597709499,0.0008034087172219236,36.599331986276724,0.9842694803288109,0.004021826529826381,0.003223402754060532,0.0,0.0002590286309561251,16818.77894736842
178,0.00452650270767902,0.0007972034267272408,36.652303956684314,0.984258885132639,0.004021147566259299,0.0032203827972376816,0.0,0.00025903795582340344,16818.726315789474
179,0.004591401553663769,0.0008131319427201034,36.54846022756476,0.9840198372539721,0.0040536344651819056,0.0032320407929977302,0.0,0.0002590329269878566,16818.747368421053
